62118,180,-464.5824,83.2168,-4.32,-4.32
62121,180,-458.8437,83.2168,-4.32,-4.32
62129,180,-458.8437,82.6754,-4.32,-4.32
62132,180,-452.6767,82.6754,-4.32,-4.32
62141,180,-452.6767,82.8559,-4.32,-4.32
62144,180,-447.9657,82.8559,-4.32,-5.75
62153,180,-447.9657,83.1311,-4.32,-4.32
62155,180,-448.3940,83.1311,-4.32,-2.88
62165,180,-448.3940,83.9792,-4.32,-4.32
62166,180,-460.2998,83.9792,-4.32,-4.32
62176,180,-460.2998,84.6876,-4.32,-4.32
62177,180,-447.8801,84.6876,-4.32,-4.32
62188,180,-458.8437,84.6876,-4.32,-4.32
62188,180,-458.8437,84.7101,-4.32,-4.32
62199,180,-447.9657,84.7101,-4.32,-4.32
62200,180,-447.9657,83.9567,-4.32,-4.32
62210,180,-459.0150,83.9567,-4.32,-4.32
62212,180,-459.0150,82.8920,-4.32,-4.32
62222,180,-460.0428,82.8920,-4.32,-4.32
62224,180,-460.0428,82.6303,-4.32,-4.32
62233,180,-458.9293,82.6303,-4.32,-4.32
62236,180,-458.9293,82.3551,-4.32,-5.75
62244,180,-447.8801,82.3551,-4.32,-4.32
62248,180,-447.8801,82.4273,-4.32,-4.32
62255,180,-450.4497,82.4273,-4.32,-4.32
62260,180,-450.4497,82.7070,-4.32,-4.32
62266,180,-447.8801,82.7070,-4.32,-4.32
62272,180,-447.8801,82.4092,-4.32,-4.32
62277,180,-459.3576,82.4092,-4.32,-2.88
62283,180,-459.3576,82.3460,-4.32,-5.75
62288,180,-480.7709,82.3460,-4.32,-4.32
62295,180,-480.7709,82.3280,-4.32,-4.32
62299,180,-469.8073,82.3280,-4.32,-4.32
62307,180,-469.8073,82.2829,-4.32,-4.32
62311,180,-447.8801,82.2829,-4.32,-4.32
62319,180,-447.8801,82.1566,-4.32,-4.32
62322,180,-464.8394,82.1566,-4.32,-4.32
62331,180,-464.8394,81.8813,-4.32,-4.32
62333,180,-464.3255,81.8813,-4.32,-4.32
62343,180,-464.3255,82.0212,-4.32,-4.32
62344,180,-460.8994,82.0212,-4.32,-4.32
62355,180,-460.8994,82.4724,-4.32,-4.32
62355,180,-458.8437,82.4724,-4.32,-2.88
62366,180,-450.2784,82.4724,-4.32,-4.32
62367,180,-450.2784,82.9912,-4.32,-4.32
62377,180,-461.4989,82.9912,-5.75,-5.75
62378,180,-461.4989,83.4785,-4.32,-4.32
62389,180,-458.9293,83.4785,-5.75,-4.32
62390,180,-458.9293,83.5912,-4.32,-4.32
62400,180,-450.7066,83.5912,-4.32,-4.32
62402,180,-450.7066,83.7492,-4.32,-4.32
62411,180,-460.2998,83.7492,-4.32,-4.32
62414,180,-460.2998,83.3296,-4.32,-4.32
62422,180,-447.9657,83.3296,-4.32,-4.32
62426,180,-447.9657,83.0589,-4.32,-4.32
62433,180,-459.8715,83.0589,-4.32,-4.32
62438,180,-459.8715,82.8829,-4.32,-4.32
62444,180,-453.0193,82.8829,-4.32,-2.88
62450,180,-453.0193,82.7340,-4.32,-4.32
62455,180,-467.0664,82.7340,-4.32,-4.32
62462,180,-467.0664,82.7250,-4.32,-4.32
62466,180,-447.9657,82.7250,-4.32,-4.32
62473,180,-447.9657,82.4769,-4.32,-4.32
62478,180,-459.0150,82.4769,-4.32,-4.32
62485,180,-459.0150,82.3009,-4.32,-4.32
62489,180,-465.0107,82.3009,-4.32,-4.32
62497,180,-465.0107,82.1791,-4.32,-4.32
62500,180,-464.9250,82.1791,-4.32,-4.32
62509,180,-464.9250,82.2423,-4.32,-4.32
62511,180,-469.8929,82.2423,-4.32,-4.32
62521,180,-469.8929,82.5085,-5.75,-4.32
62522,180,-458.8437,82.5085,-4.32,-2.88
62533,180,-458.8437,82.7160,-4.32,-4.32
62533,180,-449.2505,82.7160,-4.32,-5.75
62544,180,-469.6360,82.7160,-4.32,-5.75
62545,180,-469.6360,82.9280,-4.32,-5.75
62556,180,-449.1649,82.9280,-4.32,-4.32
62557,180,-449.1649,82.9867,-4.32,-2.88
62567,180,-460.2141,82.9867,-4.32,-4.32
62569,180,-460.2141,83.0453,-2.88,-4.32
62578,180,-471.8629,83.0453,-4.32,-5.75
62580,180,-471.8629,82.9416,-4.32,-4.32
62589,180,-464.6681,82.9416,-4.32,-2.88
62592,180,-464.6681,83.2393,-4.32,-4.32
62600,180,-448.2227,83.2393,-4.32,-4.32
62604,180,-448.2227,83.7807,-4.32,-4.32
62616,180,-448.2227,84.1191,-4.32,-4.32
62622,180,-469.2077,84.1191,-4.32,-5.75
62628,180,-469.2077,84.1778,-4.32,-5.75
62634,180,-450.7923,84.1778,-4.32,-4.32
62640,180,-450.7923,84.1281,-4.32,-2.88
62645,180,-447.8801,84.1281,-4.32,-4.32
62652,180,-447.8801,83.9657,-4.32,-4.32
62656,180,-450.9636,83.9657,-4.32,-5.75
62664,180,-450.9636,83.7221,-4.32,-4.32
62667,180,-464.3255,83.7221,-4.32,-4.32
62675,180,-464.3255,83.3566,-4.32,-4.32
62678,180,-450.6210,83.3566,-4.32,-2.88
62687,180,-450.6210,83.3521,-4.32,-4.32
62689,180,-447.8801,83.3521,-4.32,-4.32
62699,180,-447.8801,83.2303,-4.32,-5.75
62711,180,-447.8801,82.9371,-4.32,-4.32
62711,180,-448.1371,82.9371,-4.32,-4.32
62723,180,-450.5353,82.9371,-4.32,-4.32
62723,180,-450.5353,82.8468,-4.32,-2.88
62734,180,-458.8437,82.8468,-4.32,-4.32
62735,180,-458.8437,82.6393,-2.88,-4.32
62745,180,-467.2377,82.6393,-4.32,-4.32
62747,180,-467.2377,82.3009,-4.32,-4.32
62756,180,-447.8801,82.3009,-4.32,-4.32
62759,180,-447.8801,82.4273,-4.32,-4.32
62767,180,-458.8437,82.4273,-4.32,-4.32
62770,180,-458.8437,83.0093,-4.32,-4.32
62778,180,-459.4432,83.0093,-4.32,-5.75
62782,180,-459.4432,83.4243,-4.32,-4.32
62789,180,-447.8801,83.4243,-4.32,-2.88
62794,180,-447.8801,83.6409,-4.32,-4.32
62801,180,-459.3576,83.6409,-4.32,-4.32
62806,180,-459.3576,83.5867,-4.32,-4.32
62812,180,-468.4368,83.5867,-4.32,-4.32
62818,180,-468.4368,83.5822,-4.32,-4.32
62823,180,-464.3255,83.5822,-4.32,-4.32
62830,180,-464.3255,83.9567,-4.32,-4.32
62834,180,-469.1220,83.9567,-2.88,-4.32
62842,180,-469.1220,84.1056,-4.32,-4.32
62845,180,-465.0107,84.1056,-2.88,-4.32
62854,180,-465.0107,84.0920,-4.32,-4.32
62856,180,-464.3255,84.0920,-4.32,-2.88
62866,180,-464.3255,83.8619,-4.32,-4.32
62867,180,-448.5653,83.8619,-4.32,-2.88
62877,180,-448.5653,83.4198,-4.32,-2.88
62878,180,-469.1220,83.4198,-4.32,-4.32
62889,180,-469.1220,83.0228,-4.32,-4.32
62890,180,-458.8437,83.0228,-4.32,-4.32
62901,180,-452.6767,83.0228,-4.32,-4.32
62901,180,-452.6767,82.6122,-4.32,-4.32
62912,180,-467.6660,82.6122,-4.32,-5.75
62913,180,-467.6660,82.4588,-4.32,-4.32
62923,180,-464.3255,82.4588,-4.32,-2.88
62925,180,-464.3255,82.6980,-4.32,-4.32
62934,180,-450.2784,82.6980,-4.32,-4.32
62937,180,-450.2784,83.1040,-4.32,-5.75
62945,180,-447.8801,83.1040,-4.32,-4.32
62949,180,-447.8801,83.3431,-4.32,-4.32
62956,180,-447.9657,83.3431,-4.32,-4.32
62961,180,-447.9657,83.3566,-4.32,-4.32
62968,180,-447.8801,83.3566,-4.32,-4.32
62972,180,-447.8801,83.5506,-4.32,-5.75
62979,180,-450.8779,83.5506,-4.32,-4.32
62984,180,-450.8779,83.3973,-4.32,-4.32
62990,180,-469.6360,83.3973,-4.32,-2.88
62996,180,-469.6360,83.6544,-4.32,-4.32
63001,180,-470.4925,83.6544,-4.32,-4.32
63008,180,-470.4925,83.7401,-4.32,-4.32
63012,180,-464.5824,83.7401,-4.32,-4.32
63020,180,-464.5824,83.6725,-4.32,-4.32
63023,180,-447.8801,83.6725,-4.32,-4.32
63032,180,-447.8801,83.7988,-4.32,-4.32
63034,180,-469.1220,83.7988,-4.32,-4.32
63044,180,-469.1220,83.8980,-4.32,-4.32
63046,180,-448.0514,83.8980,-4.32,-5.75
63056,180,-448.0514,83.8394,-4.32,-4.32
63057,180,-458.8437,83.8394,-4.32,-4.32
63067,180,-458.8437,83.5416,-4.32,-4.32
63068,180,-448.9079,83.5416,-4.32,-4.32
63079,180,-448.9079,83.5191,-4.32,-4.32
63090,180,-465.0963,83.5191,-4.32,-4.32
63091,180,-465.0963,83.4243,-4.32,-4.32
63101,180,-450.8779,83.4243,-4.32,-4.32
63103,180,-450.8779,83.2619,-4.32,-4.32
63112,180,-450.6210,83.2619,-4.32,-5.75
63115,180,-450.6210,82.7115,-4.32,-2.88
63123,180,-460.1285,82.7115,-4.32,-4.32
63127,180,-460.1285,82.8107,-4.32,-4.32
63135,180,-459.8715,82.8107,-4.32,-4.32
63139,180,-459.8715,82.7250,-4.32,-4.32
63146,180,-453.0193,82.7250,-4.32,-4.32
63151,180,-453.0193,82.8694,-4.32,-4.32
63157,180,-447.8801,82.8694,-4.32,-4.32
63163,180,-447.8801,83.3160,-4.32,-4.32
63168,180,-451.2206,83.3160,-4.32,-5.75
63174,180,-451.2206,83.3657,-4.32,-4.32
63179,180,-449.1649,83.3657,-4.32,-4.32
63186,180,-449.1649,83.2935,-4.32,-4.32
63190,180,-447.8801,83.2935,-4.32,-4.32
63198,180,-447.8801,83.0183,-4.32,-4.32
63201,180,-465.6103,83.0183,-4.32,-4.32
63210,180,-465.6103,82.9371,-4.32,-4.32
63213,180,-447.8801,82.9371,-4.32,-4.32
63222,180,-447.8801,82.9145,-4.32,-4.32
63224,180,-469.9786,82.9145,-4.32,-4.32
63234,180,-469.9786,83.0724,-4.32,-4.32
63235,180,-448.2227,83.0724,-4.32,-4.32
63246,180,-448.2227,83.2845,-4.32,-4.32
63246,180,-459.4432,83.2845,-4.32,-4.32
63257,180,-467.5803,83.2845,-4.32,-4.32
63258,180,-467.5803,83.0679,-4.32,-2.88
63268,180,-467.0664,83.0679,-4.32,-4.32
63269,180,-467.0664,83.1311,-4.32,-4.32
63279,180,-449.9358,83.1311,-4.32,-4.32
63281,180,-449.9358,83.0589,-4.32,-4.32
63290,180,-460.1285,83.0589,-4.32,-4.32
63293,180,-460.1285,83.1536,-4.32,-4.32
63302,180,-460.2141,83.1536,-2.88,-4.32
63305,180,-460.2141,82.8694,-4.32,-4.32
63313,180,-449.2505,82.8694,-4.32,-4.32
63317,180,-449.2505,82.7701,-4.32,-4.32
63324,180,-447.8801,82.7701,-4.32,-4.32
63329,180,-447.8801,82.9957,-4.32,-4.32
63341,180,-447.8801,83.1220,-4.32,-4.32
63346,180,-449.9358,83.1220,-4.32,-4.32
